품목코드,품명,로트번호,제품라인,제조일자,상태,통번호,통용량,현재위치
3EDDSKN-001,니들리 데일리 토너,2E011D,etc.,2025-04-02,잔량,2,80.0,6층-A1
3MDPMSK-004,메디필 시카 쿨링 진정 패드_벌크,2E179C,etc.,2025-03-24,잔량,1,480.0,창고
3EDDMSK-002,니들리 데일리 토너 패드,2E177J,etc.,2025-10-31,외주,1,1000.0,외주
3EDDMSK-002,니들리 데일리 토너 패드,2E177J,etc.,2025-10-31,외주,2,1000.0,외주
3EDDMSK-002,니들리 데일리 토너 패드,2E177J,etc.,2025-10-31,외주,3,1000.0,외주
3EDDMSK-002,니들리 데일리 토너 패드,2E177J,etc.,2025-10-31,외주,4,1000.0,외주
3EDDMSK-002,니들리 데일리 토너 패드,2E177J,etc.,2025-10-31,외주,5,1000.0,외주
3EDDMSK-002,니들리 데일리 토너 패드,2E012K,etc.,2025-11-04,외주,1,830.0,외주
3EDDMSK-002,니들리 데일리 토너 패드,2E012K,etc.,2025-11-04,외주,2,830.0,외주
3EDDMSK-002,니들리 데일리 토너 패드,2E012K,etc.,2025-11-04,외주,3,830.0,외주
3EDDMSK-002,니들리 데일리 토너 패드,2E012K,etc.,2025-11-04,외주,4,0.0,소진
3VTCLOS-082,VT 에이제트 케어 토너 패드_벌크,2E227C,etc.,2025-03-31,잔량,1,0.0,소진
3VTCLOS-082,VT 에이제트 케어 토너 패드_벌크,2E227C,etc.,2025-03-31,잔량,2,295.0,창고
33CLMSK-055,TADA BEAUTY Essential Collagen 3-STEP Facial Care_1제(마스크팩)_벌크,2E004K,etc.,2025-11-03,잔량,1,0.0,소진
33CLMSK-055,TADA BEAUTY Essential Collagen 3-STEP Facial Care_1제(마스크팩)_벌크,2E004K,etc.,2025-11-03,잔량,2,30.0,4층-A1
33CLMSK-055,TADA BEAUTY Essential Collagen 3-STEP Facial Care_1제(마스크팩)_벌크,2E107D,etc.,2025-04-11,잔량,1,270.0,창고
33CLMSK-055,TADA BEAUTY Essential Collagen 3-STEP Facial Care_1제(마스크팩)_벌크,2E115I,etc.,2025-09-12,잔량,1,131.0,창고
33CLMSK-056,TADA BEAUTY Essential Hyaluronic Acid 3-STEP Facial Care_1제(마스크팩)_벌크,2E003K,etc.,2025-11-03,잔량,1,0.0,소진
33CLMSK-056,TADA BEAUTY Essential Hyaluronic Acid 3-STEP Facial Care_1제(마스크팩)_벌크,2E003K,etc.,2025-11-03,잔량,2,150.0,4층-A1
33CLMSK-056,TADA BEAUTY Essential Hyaluronic Acid 3-STEP Facial Care_1제(마스크팩)_벌크,2E114I,etc.,2025-09-12,잔량,2,103.0,6층-A1
3TNFMSK-001,"큐릿 탄력 케어 마스크-스네일 [보습, 진정]",2E118J,etc.,2025-10-23,잔량,1,56.0,5층-A1
3TNFMSK-001,"큐릿 탄력 케어 마스크-스네일 [보습, 진정]",2E118J,etc.,2025-10-23,잔량,2,610.0,외주
3TNFMSK-002,"큐릿 탄력 케어 마스크-콜라겐 [탄력, 생기]",2E114J,etc.,2025-10-23,잔량,1,63.0,5층-A1
3TNFMSK-002,"큐릿 탄력 케어 마스크-콜라겐 [탄력, 생기]",2E114J,etc.,2025-10-23,잔량,2,610.0,외주
3VTCMSK-063,VT 에이씨 케어 마스크(30매)_벌크,2E238E,etc.,2025-05-21,잔량,1,0.0,소진
3VTCMSK-063,VT 에이씨 케어 마스크(30매)_벌크,2E238E,etc.,2025-05-21,잔량,2,320.0,창고
3VTCMSK-040,VT 프로그로스 너리싱 3STEP 마스크팩_2제(마스크팩)_벌크,2E144J,etc.,2025-10-28,잔량,1,120.0,5층-A1
3VTCMSK-031,VT 시카 카밍 마스크팩_벌크,2E075I,etc.,2025-09-09,외주,1,254.8,외주
3VTCMSK-031,VT 시카 카밍 마스크팩_벌크,2E093J,etc.,2025-10-21,외주,1,900.0,외주
3VTCMSK-031,VT 시카 카밍 마스크팩_벌크,2E093J,etc.,2025-10-21,외주,2,900.0,외주
3VTCMSK-031,VT 시카 카밍 마스크팩_벌크,2E093J,etc.,2025-10-21,외주,3,880.0,외주
33CLMSK-065,CICA BALANCING NOURISHIN PADS_벌크,2E321G,etc.,2025-07-24,잔량,2,63.0,창고
3SUDMSK-007,브라이튼&모이스처라이징마스크,2D222C,etc.,2024-03-25,생산대기,1,1000.0,창고
3SUDMSK-007,브라이튼&모이스처라이징마스크,2D222C,etc.,2024-03-25,생산대기,2,1000.0,창고
3SUDMSK-007,브라이튼&모이스처라이징마스크,2D222C,etc.,2024-03-25,생산대기,3,1000.0,창고
3SUDMSK-007,브라이튼&모이스처라이징마스크,2D220C,etc.,2024-03-25,잔량,1,900.0,창고
3VTCMSK-078,국문_AZ_에이제트 케어 마스크_전성분 변경_330g_30ea_벌크,2E038K,etc.,2025-11-07,잔량,1,0.0,소진
3VTCMSK-078,국문_AZ_에이제트 케어 마스크_전성분 변경_330g_30ea_벌크,2E038K,etc.,2025-11-07,잔량,2,400.0,6층-A1
3VTCMSK-078,국문_AZ_에이제트 케어 마스크_전성분 변경_330g_30ea_벌크,2E138G,etc.,2025-07-10,잔량,1,0.0,소진
3VTCMSK-078,국문_AZ_에이제트 케어 마스크_전성분 변경_330g_30ea_벌크,2E138G,etc.,2025-07-10,잔량,2,390.0,창고
3KGGMSK-002,마이 디자이어 아이스크림 마스크팩(신)_벌크,2E305F,etc.,2025-06-28,생산대기,1,150.0,5층-A1
3VTCMSK-001,시카 데일리 수딩 마스크,2E111I,etc.,2025-09-12,잔량,1,0.0,소진
3VTCMSK-001,시카 데일리 수딩 마스크,2E111I,etc.,2025-09-12,잔량,2,0.0,소진
3VTCMSK-001,시카 데일리 수딩 마스크,2E111I,etc.,2025-09-12,잔량,3,0.0,소진
3VTCMSK-001,시카 데일리 수딩 마스크,2E111I,etc.,2025-09-12,잔량,4,0.0,소진
3VTCMSK-001,시카 데일리 수딩 마스크,2E111I,etc.,2025-09-12,잔량,5,110.0,4층-A1
3VTCMSK-001,시카 데일리 수딩 마스크,2E075J,etc.,2025-10-20,외주,1,910.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E075J,etc.,2025-10-20,외주,2,910.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E075J,etc.,2025-10-20,외주,3,910.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E075J,etc.,2025-10-20,외주,4,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E231G,etc.,2025-07-16,잔량,1,732.0,창고
3VTCMSK-001,시카 데일리 수딩 마스크,2E247I,etc.,2025-09-26,외주,1,818.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E247I,etc.,2025-09-26,외주,2,818.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E247I,etc.,2025-09-26,외주,3,818.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E247I,etc.,2025-09-26,외주,4,818.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E247I,etc.,2025-09-26,외주,5,818.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E325G,etc.,2025-07-25,잔량,1,0.0,소진
3VTCMSK-001,시카 데일리 수딩 마스크,2E325G,etc.,2025-07-25,잔량,2,200.0,2층-A1
3VTCMSK-001,시카 데일리 수딩 마스크,2E325G,etc.,2025-07-25,잔량,3,1000.0,2층-A1
3VTCMSK-001,시카 데일리 수딩 마스크,2E325G,etc.,2025-07-25,잔량,4,1000.0,2층-A1
3VTCMSK-001,시카 데일리 수딩 마스크,2E325G,etc.,2025-07-25,잔량,5,920.0,2층-A1
3VTCMSK-001,시카 데일리 수딩 마스크,2E022K,etc.,2025-11-05,외주,1,1010.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E022K,etc.,2025-11-05,외주,2,1010.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E022K,etc.,2025-11-05,외주,3,1010.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E022K,etc.,2025-11-05,외주,4,1010.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E022K,etc.,2025-11-05,외주,5,1010.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E196I,etc.,2025-09-22,잔량,2,470.0,창고
3VTCMSK-001,시카 데일리 수딩 마스크,2E196I,etc.,2025-09-22,잔량,3,1000.0,창고
3VTCMSK-001,시카 데일리 수딩 마스크,2E256I,etc.,2025-09-26,잔량,1,818.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E256I,etc.,2025-09-26,잔량,2,818.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E256I,etc.,2025-09-26,잔량,3,818.0,2층-A1
3VTCMSK-001,시카 데일리 수딩 마스크,2E256I,etc.,2025-09-26,잔량,4,818.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E256I,etc.,2025-09-26,잔량,5,818.0,외주
3DALBOD-002,쿤달 리치퍼퓸 바디워시 일랑일랑_벌크,2E257G,etc.,2025-07-21,외주,1,200.0,외주
3DALBOD-002,쿤달 리치퍼퓸 바디워시 일랑일랑_벌크,2E021K,etc.,2025-11-05,외주,1,634.0,외주
3DALBOD-002,쿤달 리치퍼퓸 바디워시 일랑일랑_벌크,2E021K,etc.,2025-11-05,외주,2,815.0,외주
3DALBOD-002,쿤달 리치퍼퓸 바디워시 일랑일랑_벌크,2E021K,etc.,2025-11-05,외주,3,600.0,외주
3DALBOD-002,쿤달 리치퍼퓸 바디워시 일랑일랑_벌크,2E021K,etc.,2025-11-05,외주,4,600.0,외주
3VTCSKN-007,국문_AC_에이제트 케어 토너_250ml_1ea_벌크,2E002K,etc.,2025-11-03,외주,1,1000.0,외주
3VTCSKN-007,국문_AC_에이제트 케어 토너_250ml_1ea_벌크,2E002K,etc.,2025-11-03,외주,2,1000.0,외주
3VTCSKN-007,국문_AC_에이제트 케어 토너_250ml_1ea_벌크,2E002K,etc.,2025-11-03,외주,3,1000.0,외주
3VTCSKN-007,국문_AC_에이제트 케어 토너_250ml_1ea_벌크,2E002K,etc.,2025-11-03,외주,4,950.0,외주
3SIGSKN-001,블랑뮤즈 셀 리프트 컨센트레이트_수상_벌크,2E172B,etc.,2025-02-26,잔량,1,250.0,창고
3VTCLOS-080,VT 시카 마일드 토너 패드 일문패키지 Dr.VT(N)_벌크,2E033K,etc.,2025-11-06,생산 中,1,200.0,4층-A1
3VTCLOS-080,VT 시카 마일드 토너 패드 일문패키지 Dr.VT(N)_벌크,2E034J,etc.,2025-10-13,외주,1,905.0,외주
3VTCLOS-080,VT 시카 마일드 토너 패드 일문패키지 Dr.VT(N)_벌크,2E034J,etc.,2025-10-13,외주,2,905.0,외주
3VTCLOS-080,VT 시카 마일드 토너 패드 일문패키지 Dr.VT(N)_벌크,2E034J,etc.,2025-10-13,외주,3,905.0,외주
3VTCLOS-080,VT 시카 마일드 토너 패드 일문패키지 Dr.VT(N)_벌크,2E034J,etc.,2025-10-13,외주,4,905.0,외주
3DALHAR-005,쿤달 리치퍼퓸 헤어미스트 화이트머스크_벌크,2E018K,etc.,2025-11-04,외주,1,540.0,외주
3OLIMSK-011,성분에디터 딥 콜라겐 레티놀 파워 부스팅 패드_벌크,2E037I,etc.,2025-09-04,생산대기,1,590.0,2층-A1
3DALHAR-002,쿤달 리치퍼퓸 트리트먼트 화이트머스크_벌크,2E019K,etc.,2025-11-05,잔량,1,700.0,외주
3DALHAR-002,쿤달 리치퍼퓸 트리트먼트 화이트머스크_벌크,2E019K,etc.,2025-11-05,잔량,2,60.0,5층-A1
3DALHAR-002,쿤달 리치퍼퓸 트리트먼트 화이트머스크_벌크,2E019K,etc.,2025-11-05,잔량,3,690.0,외주
3DALHAR-002,쿤달 리치퍼퓸 트리트먼트 화이트머스크_벌크,2E238G,etc.,2025-07-17,잔량,3,320.0,창고
3DALHAR-004,쿤달 리치퍼퓸 트리트먼트 일랑일랑_벌크,2E239G,etc.,2025-07-17,잔량,2,175.0,창고
3DALHAR-004,쿤달 리치퍼퓸 트리트먼트 일랑일랑_벌크,2E020K,etc.,2025-11-05,외주,1,532.0,외주
3DALHAR-004,쿤달 리치퍼퓸 트리트먼트 일랑일랑_벌크,2E020K,etc.,2025-11-05,외주,2,500.0,외주
3VTCSKN-001,브이티 시카 스킨,2E130J,etc.,2025-10-24,잔량,1,900.0,외주
3VTCSKN-001,브이티 시카 스킨,2E130J,etc.,2025-10-24,잔량,2,200.0,6층-A1
3VTCSKN-001,브이티 시카 스킨,2E130J,etc.,2025-10-24,잔량,3,900.0,외주
3VTCSKN-001,브이티 시카 스킨,2E130J,etc.,2025-10-24,잔량,4,900.0,외주
3VTCSKN-001,브이티 시카 스킨,2E130J,etc.,2025-10-24,잔량,5,900.0,외주
3VTCSKN-001,브이티 시카 스킨,2E130J,etc.,2025-10-24,잔량,6,880.0,외주
3VTCSKN-001,브이티 시카 스킨,2E023K,etc.,2025-11-05,외주,1,900.0,외주
3VTCSKN-001,브이티 시카 스킨,2E023K,etc.,2025-11-05,외주,2,900.0,외주
3VTCSKN-001,브이티 시카 스킨,2E023K,etc.,2025-11-05,외주,3,900.0,외주
3VTCSKN-001,브이티 시카 스킨,2E303G,etc.,2025-07-22,잔량,4,400.0,창고
3VTCSKN-001,브이티 시카 스킨,2E011I,etc.,2025-09-02,잔량,6,880.0,창고
3VTCSKN-001,브이티 시카 스킨,2E035H,etc.,2025-08-06,잔량,3,895.0,창고
3VTCSKN-001,브이티 시카 스킨,2E035H,etc.,2025-08-06,잔량,5,50.0,창고
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E111D,etc.,2025-04-12,잔량,1,350.0,창고
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E209G,etc.,2025-07-15,잔량,1,1000.0,창고
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E209G,etc.,2025-07-15,잔량,4,180.0,창고
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E209G,etc.,2025-07-15,잔량,5,1000.0,창고
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E040J,etc.,2025-10-14,잔량,1,100.0,6층-A1
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E040J,etc.,2025-10-14,잔량,2,830.0,외주
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E040J,etc.,2025-10-14,잔량,3,830.0,외주
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E040J,etc.,2025-10-14,잔량,4,830.0,외주
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E015J,etc.,2025-10-02,생산대기,1,830.0,2층-A1
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E015J,etc.,2025-10-02,생산대기,2,830.0,2층-A1
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E015J,etc.,2025-10-02,생산대기,3,830.0,2층-A1
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E015J,etc.,2025-10-02,생산대기,4,830.0,2층-A1
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E261I,etc.,2025-09-27,잔량,1,810.0,5층-A1
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E261I,etc.,2025-09-27,잔량,2,830.0,5층-A1
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E261I,etc.,2025-09-27,잔량,3,440.0,6층-A1
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E261I,etc.,2025-09-27,잔량,4,830.0,5층-A1
3VTCMSK-051,VT 티엑스토닝 데일리 마스크(30매)_벌크,2E261I,etc.,2025-09-27,잔량,5,810.0,6층-A1
3SCCMSK-005,쌔뮤 피에이치 센서티브 마스크 쿨 핏_벌크,2E043J,etc.,2025-10-15,외주,1,1000.0,외주
3SCCMSK-005,쌔뮤 피에이치 센서티브 마스크 쿨 핏_벌크,2E043J,etc.,2025-10-15,외주,2,960.0,외주
3SCCMSK-008,쌔뮤 갈락토 포어 딥클린 2스텝 마스크 2제_벌크,2E070I,etc.,2025-09-08,잔량,1,0.0,소진
3SCCMSK-008,쌔뮤 갈락토 포어 딥클린 2스텝 마스크 2제_벌크,2E070I,etc.,2025-09-08,잔량,2,0.0,소진
3SCCMSK-008,쌔뮤 갈락토 포어 딥클린 2스텝 마스크 2제_벌크,2E070I,etc.,2025-09-08,잔량,3,0.0,소진
3SCCMSK-008,쌔뮤 갈락토 포어 딥클린 2스텝 마스크 2제_벌크,2E070I,etc.,2025-09-08,잔량,4,0.0,소진
3SCCMSK-008,쌔뮤 갈락토 포어 딥클린 2스텝 마스크 2제_벌크,2E070I,etc.,2025-09-08,잔량,5,180.0,5층-A1
3ANJMSK-002,세라마인 아쿠아 편백 마스크,2E123J,etc.,2025-10-24,생산대기,1,970.0,2층-A1
3SCCMSK-002,쌔뮤 피에이치 센서티브 토너패드_벌크,2E049J,etc.,2025-10-15,잔량,1,178.2,5층-A1
3TMRMSK-011,시카 샷 그린티 더블세럼 마스크_2제(마스크팩)_벌크,2D231H,etc.,2024-08-28,잔량,1,550.0,6층-A1
3NEDETC-002,니들리 비타 C 글로우 젤리 패드_벌크,2E227H,etc.,2025-08-28,잔량,1,150.0,창고
3VTCMSK-075,VT 리들S 톤온 데일리 마스크_벌크,2E217D,etc.,2025-04-22,생산대기,1,1000.0,창고
3VTCMSK-075,VT 리들S 톤온 데일리 마스크_벌크,2E217D,etc.,2025-04-22,생산대기,2,740.0,창고
3VTCLOS-013,VT 리들샷 1000_벌크,2E005J,리들샷,2025-10-01,잔량,1,15.0,2층-A1
3VTCMSK-075,VT 리들S 톤온 데일리 마스크_벌크,2E216D,etc.,2025-04-22,잔량,1,170.0,창고
3VTCMSK-075,VT 리들S 톤온 데일리 마스크_벌크,2E216D,etc.,2025-04-22,잔량,2,1000.0,창고
3VTCMSK-075,VT 리들S 톤온 데일리 마스크_벌크,2E190G,etc.,2025-07-14,잔량,1,0.0,소진
3VTCMSK-075,VT 리들S 톤온 데일리 마스크_벌크,2E190G,etc.,2025-07-14,잔량,2,0.0,소진
3VTCMSK-075,VT 리들S 톤온 데일리 마스크_벌크,2E190G,etc.,2025-07-14,잔량,3,600.0,창고
3VTCMSK-007,VT코스메틱 시카 바이탈 마스크(덕용),2E031J,etc.,2025-10-13,잔량,1,0.0,소진
3VTCMSK-007,VT코스메틱 시카 바이탈 마스크(덕용),2E031J,etc.,2025-10-13,잔량,2,0.0,소진
3VTCMSK-007,VT코스메틱 시카 바이탈 마스크(덕용),2E031J,etc.,2025-10-13,잔량,3,0.0,소진
3VTCMSK-007,VT코스메틱 시카 바이탈 마스크(덕용),2E031J,etc.,2025-10-13,잔량,4,200.0,6층-A1
3VTCMSK-007,VT코스메틱 시카 바이탈 마스크(덕용),2E021I,etc.,2025-09-02,잔량,1,1000.0,2층-A1
3VTCMSK-007,VT코스메틱 시카 바이탈 마스크(덕용),2E021I,etc.,2025-09-02,잔량,2,765.0,창고
3VTCMSK-007,VT코스메틱 시카 바이탈 마스크(덕용),2E100C,etc.,2025-03-17,생산대기,1,1000.0,2층-A1
3VTCMSK-007,VT코스메틱 시카 바이탈 마스크(덕용),2E100C,etc.,2025-03-17,생산대기,2,440.0,2층-A1
3VTCMSK-007,VT코스메틱 시카 바이탈 마스크(덕용),2E100C,etc.,2025-03-17,생산대기,3,350.0,2층-A1
3VTCLOS-249,일문_RE_리들S 크림 아하/바하/파하_50mL_1ea_일본 다이소_벌크,2E117G,etc.,2025-07-08,잔량,1,87.0,6층-A1
3LNPMSK-002,Mediheal The N.M.F 365 Aqua Mask(한정)_벌크,2E062C,etc.,2025-03-11,잔량,3,780.0,창고
3VTCMSK-106,WATER PEEL MASK_벌크,2E204H,etc.,2025-08-26,잔량,1,0.0,소진
3VTCMSK-106,WATER PEEL MASK_벌크,2E204H,etc.,2025-08-26,잔량,2,0.0,소진
3VTCMSK-106,WATER PEEL MASK_벌크,2E204H,etc.,2025-08-26,잔량,3,830.0,4층-A1
3VTCMSK-106,WATER PEEL MASK_벌크,2E229H,etc.,2025-08-28,잔량,1,0.0,소진
3VTCMSK-106,WATER PEEL MASK_벌크,2E229H,etc.,2025-08-28,잔량,2,0.0,소진
3VTCMSK-106,WATER PEEL MASK_벌크,2E229H,etc.,2025-08-28,잔량,3,150.0,창고
3VTCMSK-005,슈퍼 히알론 데일리 모이스처 마스크,2E100J,etc.,2025-10-22,잔량,1,0.0,소진
3VTCMSK-005,슈퍼 히알론 데일리 모이스처 마스크,2E100J,etc.,2025-10-22,잔량,2,600.0,6층-A1
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E031K,etc.,2025-11-05,외주,1,940.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E031K,etc.,2025-11-05,외주,2,900.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E031K,etc.,2025-11-05,외주,3,900.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E031K,etc.,2025-11-05,외주,4,900.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E031K,etc.,2025-11-05,외주,5,900.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E110I,etc.,2025-09-11,잔량,1,400.0,창고
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E140J,etc.,2025-10-27,잔량,2,150.0,5층-A1
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E024K,etc.,2025-11-05,외주,1,940.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E024K,etc.,2025-11-05,외주,2,900.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E024K,etc.,2025-11-05,외주,3,900.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E024K,etc.,2025-11-05,외주,4,900.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E024K,etc.,2025-11-05,외주,5,900.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E009K,etc.,2025-11-03,외주,1,910.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E009K,etc.,2025-11-03,외주,2,910.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E009K,etc.,2025-11-03,외주,3,910.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E009K,etc.,2025-11-03,외주,4,910.0,외주
3VTCMSK-104,국문_CI_시카 데일리 수딩 마스크 2X_330g/25ea_1ea_벌크,2E009K,etc.,2025-11-03,외주,5,900.0,외주
3TMRMSK-015,비타씨 샷 히알루론산 더블 세럼 마스크_2제(마스크팩)_벌크,2D235H,etc.,2024-08-28,잔량,2,580.0,6층-A1
3VTCLOS-094,국문_PD_피디알엔 광채 토너_200mL_1ea_다이소(1067495)_벌크,2E036G,etc.,2025-07-02,잔량,2,200.0,창고
3VTCLOS-094,국문_PD_피디알엔 광채 토너_200mL_1ea_다이소(1067495)_벌크,2E106F,etc.,2025-06-12,잔량,1,0.0,소진
3VTCLOS-094,국문_PD_피디알엔 광채 토너_200mL_1ea_다이소(1067495)_벌크,2E106F,etc.,2025-06-12,잔량,2,0.0,소진
3VTCLOS-094,국문_PD_피디알엔 광채 토너_200mL_1ea_다이소(1067495)_벌크,2E106F,etc.,2025-06-12,잔량,3,0.0,소진
3VTCLOS-094,국문_PD_피디알엔 광채 토너_200mL_1ea_다이소(1067495)_벌크,2E106F,etc.,2025-06-12,잔량,4,350.0,창고
3VTCLOS-094,국문_PD_피디알엔 광채 토너_200mL_1ea_다이소(1067495)_벌크,2E204I,etc.,2025-09-22,잔량,3,150.0,창고
3VTCLOS-094,국문_PD_피디알엔 광채 토너_200mL_1ea_다이소(1067495)_벌크,2E036I,etc.,2025-09-04,잔량,1,650.0,6층-A1
3VTCLOS-094,국문_PD_피디알엔 광채 토너_200mL_1ea_다이소(1067495)_벌크,2E036I,etc.,2025-09-04,잔량,2,840.0,창고
