품목코드,품명,로트번호,제품라인,제조일자,상태,통번호,통용량,현재위치
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E034K,etc.,2025-11-06,잔량,6,220.0,6층-A1
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E103J,etc.,2025-10-22,잔량,1,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E103J,etc.,2025-10-22,잔량,2,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E103J,etc.,2025-10-22,잔량,3,200.0,6층-A1
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E139F,etc.,2025-06-16,잔량,1,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E139F,etc.,2025-06-16,잔량,2,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E139F,etc.,2025-06-16,잔량,3,400.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,1,600.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,2,640.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,3,790.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,4,1000.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,5,800.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,6,1000.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E151I,etc.,2025-09-16,잔량,3,580.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E151I,etc.,2025-09-16,잔량,4,1000.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E151I,etc.,2025-09-16,잔량,5,1000.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E061J,etc.,2025-10-17,잔량,1,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E061J,etc.,2025-10-17,잔량,2,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E061J,etc.,2025-10-17,잔량,3,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E061J,etc.,2025-10-17,잔량,4,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E061J,etc.,2025-10-17,잔량,5,1000.0,4층-A1
3BMNMSK-001,달바 화이트 트러플 더블 마스크팩[영양/보습]_마스크,2D294J,etc.,2024-10-24,잔량,1,368.0,6층-A1
3BMNMSK-001,달바 화이트 트러플 더블 마스크팩[영양/보습]_마스크,2D294J,etc.,2024-10-24,잔량,2,380.0,6층-A1
3BMNMSK-001,달바 화이트 트러플 더블 마스크팩[영양/보습]_마스크,2D294J,etc.,2024-10-24,잔량,3,1050.0,6층-A1
3VTCLOS-079,VT 시카 마일드 토너 패드(N)_벌크,2E105E,etc.,2025-05-13,잔량,1,257.0,창고
3VTCLOS-079,VT 시카 마일드 토너 패드(N)_벌크,2E105E,etc.,2025-05-13,잔량,2,77.0,창고
3VTCLOS-079,VT 시카 마일드 토너 패드(N)_벌크,2E301G,etc.,2025-07-22,잔량,1,0.0,소진
3VTCLOS-079,VT 시카 마일드 토너 패드(N)_벌크,2E301G,etc.,2025-07-22,잔량,2,0.0,소진
3VTCLOS-079,VT 시카 마일드 토너 패드(N)_벌크,2E301G,etc.,2025-07-22,잔량,3,350.0,6층-A1
3OLIMSK-015,마미케어 바다포도 포어 리프팅 앰플 마스크_벌크,2E044K,etc.,2025-11-07,외주,1,780.0,외주
3OLIMSK-015,마미케어 바다포도 포어 리프팅 앰플 마스크_벌크,2E044K,etc.,2025-11-07,외주,2,790.0,외주
3EMLMSK-001,"포헤르츠 카밍페어 데일리 시너지 마스크 1매,30매_벌크",2E027I,etc.,2025-09-03,잔량,2,250.0,6층-A1
3DCCLOS-001,데이셀 닥터비타 비타민 핸드크림_벌크,2E181J,etc.,2025-10-31,잔량,1,25.0,5층-A1
3DCCLOS-001,데이셀 닥터비타 비타민 핸드크림_벌크,2E182J,etc.,2025-10-31,외주,1,490.0,외주
3VTCMSK-070,VT 시카 데일리 리치 마스크(30매)_벌크,2E093B,etc.,2025-02-14,잔량,2,450.0,창고
3VTCLOS-057,VT 하이드롭 리들샷 100HL_벌크,2E146I,etc.,2025-09-16,잔량,2,330.0,창고
3VTCLOS-057,VT 하이드롭 리들샷 100HL_벌크,2E074I,etc.,2025-09-09,잔량,1,170.0,창고
3EMTMSK-004,펀치랩 파워 밸런싱 워시오프 마스크 스틱_벌크,2E188H,etc.,2025-08-22,잔량,1,40.0,창고
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2D029L,etc.,2024-12-04,생산대기,1,1000.0,2층-A1
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2D029L,etc.,2024-12-04,생산대기,2,1000.0,2층-A1
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2D029L,etc.,2024-12-04,생산대기,3,250.0,2층-A1
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2E278I,etc.,2025-09-30,잔량,1,0.0,소진
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2E278I,etc.,2025-09-30,잔량,2,0.0,소진
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2E278I,etc.,2025-09-30,잔량,3,0.0,소진
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2E278I,etc.,2025-09-30,잔량,4,900.0,4층-A1
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2E018H,etc.,2025-08-05,잔량,1,200.0,6층-A1
3VTCLOS-062,VT 리들샷 페이셜 레디언스 글루타치온 에센스(다이소)_벌크,2E069I,페이셜,2025-09-08,잔량,1,120.0,창고
3VTCLOS-062,VT 리들샷 페이셜 레디언스 글루타치온 에센스(다이소)_벌크,2D171L,페이셜,2024-12-26,생산대기,1,160.0,2층-A1
3VTCLOS-062,VT 리들샷 페이셜 레디언스 글루타치온 에센스(다이소)_벌크,2E228I,페이셜,2025-09-24,생산대기,1,150.0,2층-A1
3VTCLOS-062,VT 리들샷 페이셜 레디언스 글루타치온 에센스(다이소)_벌크,2E228I,페이셜,2025-09-24,생산대기,2,150.0,2층-A1
3VTCLOS-062,VT 리들샷 페이셜 레디언스 글루타치온 에센스(다이소)_벌크,2E334E,페이셜,2025-05-28,잔량,1,240.0,창고
3VTCLOS-062,VT 리들샷 페이셜 레디언스 글루타치온 에센스(다이소)_벌크,2E151F,페이셜,2025-06-16,잔량,1,340.0,창고
3SUDMSK-010,샤이닝퓨어업마스크,2E275I,etc.,2025-09-29,잔량,1,220.0,5층-A1
3VTCLOS-064,VT 프로 시카 리들샷 S50 페이셜 부스팅 퍼스트 앰플(다이소)_벌크,2E313E,페이셜,2025-05-27,잔량,1,970.0,창고
3VTCLOS-061,VT 리들샷 페이셜 리프팅 펩타이드 에센스(다이소)_벌크,2E227I,페이셜,2025-09-24,생산대기,1,300.0,2층-A1
3VTCLOS-061,VT 리들샷 페이셜 리프팅 펩타이드 에센스(다이소)_벌크,2E329E,페이셜,2025-05-28,잔량,1,262.0,창고
3TCSMSK-008,The Creme Shop Moisturizing To Go 3-Step Skincare Pack_Clenaser_벌크,2E178J,etc.,2025-10-31,잔량,1,3.0,창고
3VTCLOS-065,VT 콜라겐 리들샷 S50 페이셜 부스팅 퍼스트 앰플(다이소)_벌크,2E314E,페이셜,2025-05-27,잔량,1,205.0,창고
3VTCMSK-039,VT 슈퍼히알론 워터 3STEP 마스크팩_3제(슬리핑팩)_벌크,2E117J,etc.,2025-10-03,잔량,1,14.0,6층-A1
3VTCMSK-034,VT 슈퍼히알론 워터 3STEP 마스크팩_1제(폼클렌저)_벌크,S04,사급(유상),2025-10-22,잔량(유상),1,7.5,6층-A1
3VTCMSK-035,VT 프로그로스 너리싱 3STEP 마스크팩_1제(폼클렌저)_벌크,S03,사급(유상),2025-10-22,잔량(유상),1,12.0,6층-A1
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E155I,etc.,2025-09-17,잔량,1,0.0,소진
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E155I,etc.,2025-09-17,잔량,2,0.0,소진
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E155I,etc.,2025-09-17,잔량,3,0.0,소진
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E155I,etc.,2025-09-17,잔량,4,0.0,소진
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E155I,etc.,2025-09-17,잔량,5,190.0,창고
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E080D,etc.,2025-04-09,잔량,2,600.0,창고
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E171J,etc.,2025-10-30,잔량,1,0.0,소진
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E171J,etc.,2025-10-30,잔량,2,0.0,소진
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E171J,etc.,2025-10-30,잔량,3,0.0,소진
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E171J,etc.,2025-10-30,잔량,4,0.0,소진
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E171J,etc.,2025-10-30,잔량,5,200.0,6층-A1
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E057G,etc.,2025-07-04,잔량,1,0.0,소진
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E057G,etc.,2025-07-04,잔량,2,0.0,소진
3VTCMSK-047,VT 리들 S EFI-GF EX 마스크 일문패키지(25매) Dr.VT_벌크,2E057G,etc.,2025-07-04,잔량,3,400.0,창고
3VTCLOS-010,VT 마일드 리들 S 50 Dr.VT_벌크,2E122G,etc.,2025-07-09,잔량,1,230.0,6층-A1
3VTCLOS-010,VT 마일드 리들 S 50 Dr.VT_벌크,2E122G,etc.,2025-07-09,잔량,2,800.0,창고
3VTCLOS-010,VT 마일드 리들 S 50 Dr.VT_벌크,2E263I,etc.,2025-09-27,외주,1,290.0,외주
3VTCMSK-045,VT 리들 S EFI-GF EX 마스크 일문패키지(7매) Dr.VT_벌크,2E332E,etc.,2025-05-28,생산대기,1,680.0,2층-A1
3VTCMSK-045,VT 리들 S EFI-GF EX 마스크 일문패키지(7매) Dr.VT_벌크,2E332E,etc.,2025-05-28,생산대기,2,680.0,2층-A1
3EMTMSK-002,펀치랩 파워 카밍 슬리핑 마스크 스틱_벌크,2E173H,etc.,2025-08-21,잔량,1,70.0,창고
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E087J,페이셜,2025-10-21,생산대기,1,1000.0,6층-A1
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E087J,페이셜,2025-10-21,생산대기,2,1000.0,6층-A1
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E087J,페이셜,2025-10-21,생산대기,3,1000.0,6층-A1
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E135I,페이셜,2025-09-15,잔량,1,340.0,창고
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E135I,페이셜,2025-09-15,잔량,2,200.0,창고
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E135I,페이셜,2025-09-15,잔량,3,820.0,창고
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E088J,페이셜,2025-10-21,생산대기,1,1000.0,6층-A1
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E088J,페이셜,2025-10-21,생산대기,2,1000.0,6층-A1
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E088J,페이셜,2025-10-21,생산대기,3,1000.0,6층-A1
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E001J,페이셜,2025-10-01,생산대기,1,300.0,2층-A1
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E121J,페이셜,2025-10-24,생산대기,1,1000.0,4층-A1
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E121J,페이셜,2025-10-24,생산대기,2,680.0,4층-A1
3VTCLOS-029,"VT S100 프로 시카 리들 스틱 파우치(6매입) 일문패키지 Dr.VT(돈키호테), VT 100 프로 시카 리들샷 스틱파우치(10EA) _벌크",2E218I,etc.,2025-09-23,잔량,1,0.0,소진
3VTCLOS-029,"VT S100 프로 시카 리들 스틱 파우치(6매입) 일문패키지 Dr.VT(돈키호테), VT 100 프로 시카 리들샷 스틱파우치(10EA) _벌크",2E218I,etc.,2025-09-23,잔량,2,265.0,창고
3VTCLOS-030,"VT S100 콜라겐 리들 스틱 파우치(6매입) 일문패키지 Dr.VT(돈키호테), VT 100 콜라겐 리들샷 스틱파우치_벌크",2E097I,etc.,2025-09-10,잔량,1,230.0,창고
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E164J,etc.,2025-10-30,잔량,1,0.0,소진
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E164J,etc.,2025-10-30,잔량,2,0.0,소진
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E164J,etc.,2025-10-30,잔량,3,0.0,소진
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E164J,etc.,2025-10-30,잔량,4,0.0,소진
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E164J,etc.,2025-10-30,잔량,5,240.0,5층-A1
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E163J,etc.,2025-10-30,잔량,1,935.0,외주
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E163J,etc.,2025-10-30,잔량,2,55.0,5층-A1
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E272I,etc.,2025-09-29,잔량,1,0.0,소진
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E272I,etc.,2025-09-29,잔량,2,0.0,소진
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E272I,etc.,2025-09-29,잔량,3,0.0,소진
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E272I,etc.,2025-09-29,잔량,4,170.0,창고
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E165J,etc.,2025-10-30,생산대기,1,1000.0,2층-A1
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E165J,etc.,2025-10-30,생산대기,2,50.0,2층-A1
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E181H,etc.,2025-08-21,잔량,1,0.0,소진
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E181H,etc.,2025-08-21,잔량,2,0.0,소진
3OLIMSK-019,밀크터치 엔엠엔 블루레티놀 데일리 턴오버마스크_벌크,2E181H,etc.,2025-08-21,잔량,3,220.0,창고
3EMTMSK-001,펀치랩 파워 브라이트닝 슬리핑 마스크 스틱_벌크,2E178H,etc.,2025-08-21,잔량,1,60.0,창고
3TMRMSK-016,본셉 비타씨 더블샷 앰플 마스크_1제(앰플)_벌크,2E178I,etc.,2025-09-19,잔량,1,330.0,6층-A1
3EMTMSK-003,펀치랩 파워 퍼밍 워시오프 마스크 스틱_벌크,2E183H,etc.,2025-08-22,잔량,1,40.0,창고
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E049I,리들샷,2025-09-05,생산대기,1,1000.0,6층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E049I,리들샷,2025-09-05,생산대기,2,1000.0,6층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2D172J,리들샷,2024-10-16,잔량,2,570.0,6층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E250I,리들샷,2025-09-26,생산대기,1,290.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E224H,리들샷,2025-08-28,외주,1,1000.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E224H,리들샷,2025-08-28,외주,2,1000.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E042I,리들샷,2025-09-04,생산대기,1,1000.0,6층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E042I,리들샷,2025-09-04,생산대기,2,1000.0,6층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E040I,리들샷,2025-09-04,잔량,1,1000.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E040I,리들샷,2025-09-04,잔량,2,1000.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E357E,리들샷,2025-05-30,잔량,1,200.0,5층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E357E,리들샷,2025-05-30,잔량,2,1000.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E047G,리들샷,2025-07-03,잔량,1,1000.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E047G,리들샷,2025-07-03,잔량,2,1000.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E320F,리들샷,2025-06-30,잔량,1,300.0,6층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E320F,리들샷,2025-06-30,잔량,2,670.0,5층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E074J,리들샷,2025-10-20,생산대기,1,360.0,5층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E041I,리들샷,2025-09-04,외주,1,1000.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E041I,리들샷,2025-09-04,외주,2,1000.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E180G,리들샷,2025-07-14,생산대기,1,650.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E225H,리들샷,2025-08-28,외주,1,1000.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E225H,리들샷,2025-08-28,외주,2,1000.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E200F,리들샷,2025-06-20,잔량,1,500.0,6층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E050I,리들샷,2025-09-05,생산대기,1,1000.0,6층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E050I,리들샷,2025-09-05,생산대기,2,1000.0,6층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E076J,리들샷,2025-10-20,생산대기,1,740.0,4층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E076J,리들샷,2025-10-20,생산대기,2,740.0,4층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E076J,리들샷,2025-10-20,생산대기,3,740.0,4층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E082J,리들샷,2025-10-20,생산대기,1,740.0,5층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E082J,리들샷,2025-10-20,생산대기,2,740.0,5층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E082J,리들샷,2025-10-20,생산대기,3,740.0,5층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E029F,리들샷,2025-06-04,외주,1,1000.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E067J,리들샷,2025-10-17,잔량,2,40.0,6층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E157J,리들샷,2025-10-29,외주,1,780.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E157J,리들샷,2025-10-29,외주,2,780.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E157J,리들샷,2025-10-29,외주,3,740.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E155J,리들샷,2025-10-29,생산대기,1,700.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E155J,리들샷,2025-10-29,생산대기,2,690.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E030F,리들샷,2025-06-04,외주,1,230.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E219H,리들샷,2025-08-28,잔량,1,1000.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E219H,리들샷,2025-08-28,잔량,2,817.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E026K,리들샷,2025-11-05,외주,1,540.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E026K,리들샷,2025-11-05,외주,2,540.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E039I,리들샷,2025-09-04,외주,1,970.0,외주
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E170I,리들샷,2025-09-18,잔량,1,550.0,6층-A1
3MDPLOS-001,메디필 피토 엑소좀 피디알엔 리프팅 샷 크림_벌크,2E265I,etc.,2025-09-27,외주,1,590.0,외주
3VTCLOS-020,VT 콜라겐 리들샷 100_벌크,2E126I,etc.,2025-09-13,잔량,1,20.0,창고
3VTCLOS-020,VT 콜라겐 리들샷 100_벌크,2E184G,etc.,2025-07-14,잔량,2,180.0,창고
3TKHESS-002,펀치랩 유자씨 스킨 브라이트닝 앰플_벌크,2E069F,etc.,2025-06-09,생산대기,1,128.0,2층-A1
3VTCLOS-032,VT S100 비타-라이트 리들 스틱 파우치(6매입) 일문패키지 Dr.VT(돈키호테)_벌크,2D081J,etc.,2024-10-08,생산대기,1,340.0,2층-A1
3OLIMSK-009,밀크터치 산삼 골드 PDRN 데일리 스페셜 마스크_벌크,2E020H,etc.,2025-08-05,잔량,1,0.0,소진
3OLIMSK-009,밀크터치 산삼 골드 PDRN 데일리 스페셜 마스크_벌크,2E020H,etc.,2025-08-05,잔량,2,0.0,소진
3OLIMSK-009,밀크터치 산삼 골드 PDRN 데일리 스페셜 마스크_벌크,2E020H,etc.,2025-08-05,잔량,3,0.0,소진
3OLIMSK-009,밀크터치 산삼 골드 PDRN 데일리 스페셜 마스크_벌크,2E020H,etc.,2025-08-05,잔량,4,580.0,6층-A1
3VTCLOS-258,일문_RI_라이스 아이크림_20ml_1ea_돈키호테_벌크,2E277I,etc.,2025-09-29,잔량,1,30.0,창고
3VTCESS-008,VT 100 비타-라이트 리들샷 스틱파우치(10EA)_벌크,2E246I,etc.,2025-09-25,잔량,1,240.0,창고
