품목코드,품명,로트번호,제품라인,제조일자,상태,통번호,통용량,현재위치
3VTCLOS-016,VT 시카 카밍 크림_벌크,2E052K,etc.,2025-11-10,외주,1,670.0,외주
3VTCLOS-016,VT 시카 카밍 크림_벌크,2E052K,etc.,2025-11-10,외주,2,670.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E057K,etc.,2025-11-11,외주,1,920.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E057K,etc.,2025-11-11,외주,2,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E057K,etc.,2025-11-11,외주,3,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E057K,etc.,2025-11-11,외주,4,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E057K,etc.,2025-11-11,외주,5,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E057K,etc.,2025-11-11,외주,6,900.0,외주
3VTCSKN-007,국문_AC_에이제트 케어 토너_250ml_1ea_벌크,2E104J,etc.,2025-10-22,잔량,2,190.0,6층-A1
3VTCLOS-007,"VT 리들샷 300, VT 리들샷 300 스틱파우치(10EA)_벌크",2E122J,리들샷,2025-10-24,외주,1,580.0,외주
3VTCLOS-007,"VT 리들샷 300, VT 리들샷 300 스틱파우치(10EA)_벌크",2E122J,리들샷,2025-10-24,외주,3,790.0,외주
3VTCLOS-001,시카 에멀전 대용량,2E059J,etc.,2025-10-16,잔량,3,594.0,6층-A1
3FICMSK-001,아로셀 히알B5 수딩 패드_벌크,2E062K,etc.,2025-11-12,외주,1,830.0,외주
3FICMSK-001,아로셀 히알B5 수딩 패드_벌크,2E062K,etc.,2025-11-12,외주,2,830.0,외주
3FICMSK-001,아로셀 히알B5 수딩 패드_벌크,2E062K,etc.,2025-11-12,외주,3,820.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E064K,etc.,2025-11-12,외주,1,920.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E064K,etc.,2025-11-12,외주,2,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E064K,etc.,2025-11-12,외주,3,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E064K,etc.,2025-11-12,외주,4,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E061K,etc.,2025-11-12,외주,1,910.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E061K,etc.,2025-11-12,외주,2,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E061K,etc.,2025-11-12,외주,3,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E061K,etc.,2025-11-12,외주,4,900.0,외주
3REHMSK-001,리엔케이 하이퍼 히알 플럼핑 마스크_단품_벌크,2E063K,etc.,2025-11-12,외주,1,680.0,외주
3VTCLOS-007,"VT 리들샷 300, VT 리들샷 300 스틱파우치(10EA)_벌크",2E065K,etc.,2025-11-12,잔량,1,175.0,6층-A1
3VTCLOS-062,VT 리들샷 페이셜 레디언스 글루타치온 에센스(다이소)_벌크,2E066K,etc.,2025-11-13,생산 中,1,560.0,6층-A1
3OLIESS-010,성분에디터 레드어성초 바하-리노 릴리프 앰플_벌크,2E139J,etc.,2025-10-27,잔량,1,56.0,6층-A1
3EDDSKN-001,니들리 데일리 토너,2E203I,etc.,2025-09-22,잔량,2,80.0,6층-A1
3IWCMSK-004,리르 데이 바이 데이 퀵 마스크 (콜라겐),2E069K,etc.,2025-11-13,잔량,1,0.0,소진
3IWCMSK-004,리르 데이 바이 데이 퀵 마스크 (콜라겐),2E069K,etc.,2025-11-13,잔량,2,100.0,6층-A1
3VTCMSK-033,VT 시카 카밍 3STEP 마스크팩_1제(폼클렌저)_벌크,S03,사급(유상),2025-11-05,잔량(유상),1,75.0,6층-A1
3VTCLOS-061,VT 리들샷 페이셜 리프팅 펩타이드 에센스(다이소)_벌크,2E071K,etc.,2025-11-13,생산 中,1,560.0,6층-A1
3RVMMSK-002,Vikka Skincare VCA Mask(비카 스킨케어 브이씨에이 마스크) 2STEP_벌크,2E039F,etc.,2025-06-28,잔량,1,52.0,6층-A1
3VTCLOS-007,"VT 리들샷 300, VT 리들샷 300 스틱파우치(10EA)_벌크",2E068K,etc.,2025-11-13,생산대기,1,470.0,2층-A1
3VTCMSK-001,시카 데일리 수딩 마스크,2E075K,etc.,2025-11-14,외주,1,1000.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E075K,etc.,2025-11-14,외주,2,1000.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E075K,etc.,2025-11-14,외주,3,1000.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E075K,etc.,2025-11-14,외주,4,1000.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E075K,etc.,2025-11-14,외주,5,1000.0,외주
3EDDMSK-002,니들리 데일리 토너 패드,2E070K,etc.,2025-11-13,생산대기,1,1000.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E070K,etc.,2025-11-13,생산대기,2,1000.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E070K,etc.,2025-11-13,생산대기,3,1000.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E070K,etc.,2025-11-13,생산대기,4,1000.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E070K,etc.,2025-11-13,생산대기,5,1000.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E067K,etc.,2025-11-13,생산대기,1,1000.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E067K,etc.,2025-11-13,생산대기,2,1000.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E067K,etc.,2025-11-13,생산대기,3,1000.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E067K,etc.,2025-11-13,생산대기,4,1000.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E067K,etc.,2025-11-13,잔량,5,1000.0,2층-A1
3VTCMSK-087,일문_SK_루미너스 스킨팩_벌크,2E072K,etc.,2025-11-14,생산대기,1,913.0,6층-A1
3VTCMSK-087,일문_SK_루미너스 스킨팩_벌크,2E072K,etc.,2025-11-14,생산대기,2,912.0,6층-A1
3VTCMSK-087,일문_SK_루미너스 스킨팩_벌크,2E072K,etc.,2025-11-14,생산대기,3,925.0,6층-A1
3VTCMSK-087,일문_SK_루미너스 스킨팩_벌크,2E072K,etc.,2025-11-14,생산대기,4,880.0,6층-A1
3VTCMSK-087,일문_SK_루미너스 스킨팩_벌크,2E072K,etc.,2025-11-14,생산대기,5,915.0,6층-A1
3VTCMSK-087,일문_SK_루미너스 스킨팩_벌크,2E072K,etc.,2025-11-14,생산대기,6,915.0,6층-A1
3VTCMSK-001,시카 데일리 수딩 마스크,2E077K,etc.,2025-11-14,외주,1,1000.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E077K,etc.,2025-11-14,외주,2,1000.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E077K,etc.,2025-11-14,외주,3,1000.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E077K,etc.,2025-11-14,외주,4,1000.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E077K,etc.,2025-11-14,외주,5,1000.0,외주
3VTCMSK-036,VT 시카 카밍 3STEP 마스크팩_2제(마스크팩)_벌크,2E074K,etc.,2025-11-14,생산대기,1,780.0,4층-A1
3OLIESS-004,그린토마토 포어 리프팅 세럼 플레인_벌크,2E073K,etc.,2025-11-14,생산대기,1,645.0,2층-A1
3OLIESS-004,그린토마토 포어 리프팅 세럼 플레인_벌크,2E073K,etc.,2025-11-14,생산대기,2,645.0,2층-A1
3VTCLOS-007,"VT 리들샷 300, VT 리들샷 300 스틱파우치(10EA)_벌크",2E087K,etc.,2025-11-17,외주,1,890.0,외주
3VTCLOS-007,"VT 리들샷 300, VT 리들샷 300 스틱파우치(10EA)_벌크",2E087K,etc.,2025-11-17,외주,2,850.0,외주
3VTCLOS-091,VT 갈릭 AC 리들샷 젤 크림_벌크,2E309F,etc.,2025-06-28,잔량,1,52.0,창고
3VTCLOS-023,VT 리들샷 100 페이셜부스팅 퍼스트앰플(VT 100 리들샷 스틱파우치)_벌크,2E350G,etc.,2025-07-28,잔량,3,50.0,창고
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E088K,etc.,2025-11-17,생산 中,1,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E088K,etc.,2025-11-17,생산 中,2,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E088K,etc.,2025-11-17,생산 中,3,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E088K,etc.,2025-11-17,생산 中,4,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E088K,etc.,2025-11-17,생산 中,5,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E088K,etc.,2025-11-17,생산 中,6,900.0,6층-A1
3VTCSKN-007,국문_AC_에이제트 케어 토너_250ml_1ea_벌크,2E079K,etc.,2025-11-17,생산대기,1,670.0,2층-A1
3VTCSKN-007,국문_AC_에이제트 케어 토너_250ml_1ea_벌크,2E079K,etc.,2025-11-17,생산대기,2,670.0,2층-A1
3VTCMSK-110,국영문_OL_카페인 아이패치_벌크,2E085K,etc.,2025-11-17,잔량,1,20.0,5층-A1
3VTCMSK-089,피디알엔 텐션 토너패드_벌크,2E083K,etc.,2025-11-17,잔량,1,920.0,소진
3VTCMSK-089,피디알엔 텐션 토너패드_벌크,2E083K,etc.,2025-11-17,잔량,2,0.0,소진
3VTCMSK-089,피디알엔 텐션 토너패드_벌크,2E083K,etc.,2025-11-17,잔량,3,0.0,소진
3VTCMSK-089,피디알엔 텐션 토너패드_벌크,2E083K,etc.,2025-11-17,잔량,4,820.0,5층-A1
3IWCMSK-001,리르 리얼 네이처 마스크 팩 진주,2E084K,etc.,2025-11-17,외주,1,1050.0,외주
3IWCMSK-002,리르 프리미엄 고트 밀크 마스크 팩,2E086K,etc.,2025-11-17,외주,1,540.0,외주
3IWCMSK-002,리르 프리미엄 고트 밀크 마스크 팩,2E086K,etc.,2025-11-17,외주,2,800.0,외주
3VTCMSK-032,VT 시카 비타씨 마스크팩_벌크,2E032J,etc.,2025-10-13,잔량,1,57.0,5층-A1
3REKMKR-001,Rael Beauty Miracle Clear SOS Retinol Chin Mask_벌크,2E050J,etc.,2025-10-15,잔량,2,36.0,5층-A1
3VTCLOS-080,VT 시카 마일드 토너 패드 일문패키지 Dr.VT(N)_벌크,2E036J,etc.,2025-10-14,잔량,1,43.0,5층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E095K,etc.,2025-11-18,생산대기,1,714.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E095K,etc.,2025-11-18,생산대기,2,714.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E095K,etc.,2025-11-18,생산대기,3,714.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E095K,etc.,2025-11-18,생산대기,4,714.0,2층-A1
3EDDMSK-002,니들리 데일리 토너 패드,2E095K,etc.,2025-11-18,생산대기,5,714.0,2층-A1
3VTCMSK-001,시카 데일리 수딩 마스크,2E092K,etc.,2025-11-18,외주,1,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E092K,etc.,2025-11-18,외주,2,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E092K,etc.,2025-11-18,외주,3,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E092K,etc.,2025-11-18,외주,4,900.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E092K,etc.,2025-11-18,외주,5,850.0,외주
3VTCMSK-001,시카 데일리 수딩 마스크,2E091K,etc.,2025-11-18,외주,1,870.0,외주
3CLOMSK-002,클리오 구달 라이스 가득 순한 마스크_벌크,2E096K,etc.,2025-11-19,생산대기,1,540.0,2층-A1
3VTCLOS-063,VT 리들샷 500 페이셜 부스팅 퍼스트 앰플(다이소)_벌크,2E089K,etc.,2025-11-18,생산대기,1,850.0,6층-A1
3VTCLOS-063,VT 리들샷 500 페이셜 부스팅 퍼스트 앰플(다이소)_벌크,2E089K,etc.,2025-11-18,생산대기,2,850.0,6층-A1
3IWCMSK-003,리르 데이 바이 데이 퀵 마스크 (시카),2E094K,etc.,2025-11-18,잔량,1,0.0,소진
3IWCMSK-003,리르 데이 바이 데이 퀵 마스크 (시카),2E094K,etc.,2025-11-18,잔량,2,70.0,5층-A1
3MNTMSK-003,PORELESS LABO PORE CLEANSE BUBBLE MASK(포어리스라보 포어 클렌즈 버블 마스크),2E093K,etc.,2025-11-18,외주,1,670.0,외주
3VTCLOS-064,VT 프로 시카 리들샷 S50 페이셜 부스팅 퍼스트 앰플(다이소)_벌크,2E100K,etc.,2025-11-19,생산 中,1,1030.0,6층-A1
3VTCLOS-064,VT 프로 시카 리들샷 S50 페이셜 부스팅 퍼스트 앰플(다이소)_벌크,2E100K,etc.,2025-11-19,생산 中,2,1030.0,6층-A1
3OLIESS-008,성분에디터 실크펩타이드 인텐시브 리프팅앰플_벌크,2E099K,etc.,2025-11-19,생산대기,1,660.0,2층-A1
3VTCLOS-007,"VT 리들샷 300, VT 리들샷 300 스틱파우치(10EA)_벌크",2E101K,etc.,2025-11-19,생산대기,1,710.0,2층-A1
3VTCLOS-007,"VT 리들샷 300, VT 리들샷 300 스틱파우치(10EA)_벌크",2E101K,etc.,2025-11-19,생산대기,2,710.0,2층-A1
3VTCLOS-007,"VT 리들샷 300, VT 리들샷 300 스틱파우치(10EA)_벌크",2E101K,etc.,2025-11-19,생산대기,3,710.0,2층-A1
3GNTMSK-001,바이피토 레스트 포 로맨스 피디알엔 데일리 마스크_벌크,2E098K,etc.,2025-11-19,생산대기,1,930.0,2층-A1
3GNTMSK-001,바이피토 레스트 포 로맨스 피디알엔 데일리 마스크_벌크,2E098K,etc.,2025-11-19,생산대기,2,930.0,2층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E103K,etc.,2025-11-19,생산 中,1,940.0,5층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E103K,etc.,2025-11-19,생산 中,2,900.0,5층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E103K,etc.,2025-11-19,생산 中,3,900.0,5층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E103K,etc.,2025-11-19,생산 中,4,900.0,2층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E103K,etc.,2025-11-19,생산 中,5,900.0,2층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E103K,etc.,2025-11-19,생산 中,6,900.0,2층-A1
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E102K,etc.,2025-11-19,생산대기,1,950.0,2층-A1
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E102K,etc.,2025-11-19,생산대기,2,900.0,2층-A1
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E102K,etc.,2025-11-19,생산대기,3,900.0,2층-A1
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E102K,etc.,2025-11-19,생산대기,4,900.0,2층-A1
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E102K,etc.,2025-11-19,생산대기,5,900.0,2층-A1
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E102K,etc.,2025-11-19,생산대기,6,900.0,2층-A1
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E097K,etc.,2025-11-19,생산 中,1,0.0,소진
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E097K,etc.,2025-11-19,생산 中,2,900.0,5층-A1
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E097K,etc.,2025-11-19,생산 中,3,900.0,5층-A1
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E097K,etc.,2025-11-19,생산 中,4,900.0,2층-A1
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E097K,etc.,2025-11-19,생산 中,5,900.0,2층-A1
3VTCSKN-009,국문_RE_리들샷 비 클리어 톤온 바디미스트_150ml_1ea_다이소(1072858)_벌크,2E097K,etc.,2025-11-19,생산 中,6,900.0,2층-A1
3ORGMSK-004,오가닉팜코리아 어성초캡슐팩,2E107K,etc.,2025-11-20,생산대기,1,820.0,4층-A1
3ORGMSK-003,오가닉팜코리아 에그캡슐팩,2E108K,etc.,2025-11-20,생산대기,1,820.0,4층-A1
3MBTETC-001,Derma Revitalizing Essence (더마 에센스)_벌크,2E104K,etc.,2025-11-20,생산대기,1,300.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E105K,etc.,2025-11-20,생산대기,1,880.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E105K,etc.,2025-11-20,생산대기,2,880.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E105K,etc.,2025-11-20,생산대기,3,880.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E109K,etc.,2025-11-20,생산대기,1,880.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E109K,etc.,2025-11-20,생산대기,2,880.0,2층-A1
3VTCLOS-006,"VT 리들샷 100, VT 리들샷 100 스틱파우치(10EA)_벌크",2E109K,etc.,2025-11-20,생산대기,3,880.0,2층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E106K,etc.,2025-11-20,생산대기,1,940.0,2층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E106K,etc.,2025-11-20,생산대기,2,900.0,2층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E106K,etc.,2025-11-20,생산대기,3,900.0,2층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E106K,etc.,2025-11-20,생산대기,4,900.0,2층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E106K,etc.,2025-11-20,생산대기,5,900.0,2층-A1
3VTCSKN-008,국문_RE_리들샷 비 클리어 에이씨 워시오프 바디미스트_150ml_1ea_다이소(1072855)_벌크,2E106K,etc.,2025-11-20,생산대기,6,900.0,2층-A1
3KKMMSK-018,아비브 글루타치온 비타시트 마스크 데일리_픽 350ml_벌크(사급),EK001,etc.,2025-11-19,생산 中(무상),1,0.0,소진
3KKMMSK-018,아비브 글루타치온 비타시트 마스크 데일리_픽 350ml_벌크(사급),EK001,etc.,2025-11-19,생산 中(무상),2,965.0,5층-A1
3KKMMSK-018,아비브 글루타치온 비타시트 마스크 데일리_픽 350ml_벌크(사급),EK002,etc.,2025-11-19,잔량(무상),1,893.0,5층-A1
3KKMMSK-018,아비브 글루타치온 비타시트 마스크 데일리_픽 350ml_벌크(사급),EK002,etc.,2025-11-19,잔량(무상),2,873.0,5층-A1
3KKMMSK-018,아비브 글루타치온 비타시트 마스크 데일리_픽 350ml_벌크(사급),EK003,etc.,2025-11-19,잔량(무상),1,907.0,2층-A1
3KKMMSK-018,아비브 글루타치온 비타시트 마스크 데일리_픽 350ml_벌크(사급),EK003,etc.,2025-11-19,잔량(무상),2,858.0,2층-A1
3VTCMSK-111,일문_AZ_에이제트 케어 마스크_330g/30ea_1ea_벌크,2E112K,etc.,2025-11-21,생산 中,1,880.0,2층-A1
3VTCMSK-111,일문_AZ_에이제트 케어 마스크_330g/30ea_1ea_벌크,2E112K,etc.,2025-11-21,생산 中,2,870.0,2층-A1
3VTCMSK-111,일문_AZ_에이제트 케어 마스크_330g/30ea_1ea_벌크,2E112K,etc.,2025-11-21,생산 中,3,870.0,2층-A1
3VTCMSK-111,일문_AZ_에이제트 케어 마스크_330g/30ea_1ea_벌크,2E112K,etc.,2025-11-21,생산 中,4,870.0,2층-A1
3VTCLOS-030,"VT S100 콜라겐 리들 스틱 파우치(6매입) 일문패키지 Dr.VT(돈키호테), VT 100 콜라겐 리들샷 스틱파우치_벌크",2E117K,etc.,2025-11-21,생산대기,1,930.0,2층-A1
3VTCLOS-008,VT 리들샷 700_벌크,2E110K,etc.,2025-11-21,생산대기,1,177.0,2층-A1
3VTCLOS-057,VT 하이드롭 리들샷 100HL_벌크,2E111K,etc.,2025-11-21,생산대기,1,700.0,6층-A1
3VTCLOS-049,VT 비타-라이트 리들샷 100_벌크,2E115K,etc.,2025-11-21,외주,1,290.0,외주
3TMRMSK-009,마스터랩 콜라겐 마스크 시트,2E114K,etc.,2025-11-21,생산대기,1,800.0,2층-A1
3TMRMSK-009,마스터랩 콜라겐 마스크 시트,2E114K,etc.,2025-11-21,생산대기,2,790.0,2층-A1
3VTCMSK-085,국문_PD_피디알엔 광채 시트 마스크_25g_1ea_다이소(1067499)_벌크,2E118K,etc.,2025-11-21,생산대기,1,830.0,2층-A1
3VTCMSK-085,국문_PD_피디알엔 광채 시트 마스크_25g_1ea_다이소(1067499)_벌크,2E118K,etc.,2025-11-21,생산대기,2,830.0,2층-A1
3VTCMSK-085,국문_PD_피디알엔 광채 시트 마스크_25g_1ea_다이소(1067499)_벌크,2E118K,etc.,2025-11-21,생산대기,3,830.0,2층-A1
3VTCMSK-085,국문_PD_피디알엔 광채 시트 마스크_25g_1ea_다이소(1067499)_벌크,2E118K,etc.,2025-11-21,생산대기,4,830.0,2층-A1
3VTCMSK-085,국문_PD_피디알엔 광채 시트 마스크_25g_1ea_다이소(1067499)_벌크,2E118K,etc.,2025-11-21,생산대기,5,830.0,2층-A1
3VTCLOS-080,VT 시카 마일드 토너 패드 일문패키지 Dr.VT(N)_벌크,2E116K,etc.,2025-11-21,생산대기,1,860.0,2층-A1
3VTCLOS-080,VT 시카 마일드 토너 패드 일문패키지 Dr.VT(N)_벌크,2E116K,etc.,2025-11-21,생산대기,2,860.0,2층-A1
3VTCLOS-080,VT 시카 마일드 토너 패드 일문패키지 Dr.VT(N)_벌크,2E116K,etc.,2025-11-21,생산대기,3,860.0,2층-A1
3VTCLOS-080,VT 시카 마일드 토너 패드 일문패키지 Dr.VT(N)_벌크,2E116K,etc.,2025-11-21,생산대기,4,860.0,2층-A1
3KKMMSK-015,안티트러블패드 60매 본품_임가공_벌크(사급),EI007,사급(무상),2025-09-12,생산대기,1,1000.0,미지정
3KKMMSK-015,안티트러블패드 60매 본품_임가공_벌크(사급),EI007,사급(무상),2025-09-12,생산대기,2,1000.0,미지정
3KKMMSK-015,안티트러블패드 60매 본품_임가공_벌크(사급),EI007,사급(무상),2025-09-12,생산대기,3,540.0,미지정
3VTCMSK-026,VT 시카 레티-에이 올인원 3스텝 마스크_STEP2(에센스)_벌크,2SE379/E21D004,사급(유상),2024-05-21,생산대기,1,80.0,미지정
3VTCMSK-033,VT 시카 카밍 3STEP 마스크팩_1제(폼클렌저)_벌크,S01,사급(유상),2025-05-13,생산대기,1,80.0,미지정
3KKMMSK-015,안티트러블패드 60매 본품_임가공_벌크(사급),EG003,사급(무상),2025-07-11,생산대기,1,1000.0,미지정
3KKMMSK-015,안티트러블패드 60매 본품_임가공_벌크(사급),EG003,사급(무상),2025-07-11,생산대기,2,48.0,미지정
